OBJECTID,A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,STATE,ST_CASE,VEH_NO,PER_NO,YEAR,A_PTYPE,A_RESTUSE,A_HELMUSE,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC,A_DOA
286,3,4,7,4,4,4,6,3,2,1,10129,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
287,4,5,10,6,7,7,9,5,2,1,10130,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
288,3,5,8,5,5,5,7,3,2,1,10130,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
289,3,5,8,5,5,5,7,4,2,1,10130,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
290,3,4,7,4,4,4,6,3,2,1,10131,0,1,2023,3,4,4,3,0,0,0,1,6,3,5
291,3,5,9,6,6,6,8,5,2,1,10131,1,1,2023,1,4,1,3,1,2,3,1,1,1,1
292,4,5,12,7,9,9,11,6,2,1,10132,1,1,2023,1,1,4,3,1,1,2,1,1,1,3
293,4,5,11,7,8,8,10,6,2,1,10132,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
294,3,5,9,6,6,6,8,4,2,1,10132,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
295,3,5,9,6,6,6,8,5,2,1,10133,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
296,4,5,12,7,9,9,11,6,2,1,10133,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
297,4,5,10,6,7,7,9,6,2,1,10133,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
298,2,2,5,2,2,2,4,1,2,1,10134,1,1,2023,1,2,4,1,1,2,3,1,1,1,3
299,4,5,10,6,7,7,9,5,2,1,10134,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
300,4,5,10,6,7,7,9,5,2,1,10136,1,1,2023,1,1,4,2,1,1,2,1,1,1,1
301,3,5,9,6,6,6,8,5,2,1,10137,1,1,2023,1,3,4,2,1,1,2,1,1,1,1
302,4,5,11,7,8,8,10,6,2,1,10138,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
303,3,5,9,6,6,6,8,5,2,1,10138,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
304,4,5,11,7,8,8,10,6,2,1,10139,1,1,2023,1,1,4,1,1,2,3,1,1,1,1
305,5,6,13,8,10,10,12,7,3,1,10139,1,2,2023,2,1,4,3,1,2,3,1,1,1,3
306,2,2,5,2,2,2,4,2,2,1,10139,2,1,2023,1,2,4,1,0,0,0,1,6,1,5
307,3,5,8,5,5,5,7,4,2,1,10140,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
308,3,5,8,5,5,5,7,3,2,1,10140,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
309,3,5,9,6,6,6,8,5,2,1,10141,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
310,3,5,9,6,6,6,8,5,2,1,10141,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
311,3,5,8,5,5,5,7,3,2,1,10142,1,1,2023,1,1,4,2,2,1,1,1,1,1,1
312,4,5,12,7,9,9,11,6,2,1,10143,1,1,2023,1,1,4,1,1,2,3,1,1,1,1
313,2,3,6,3,3,3,5,2,2,1,10143,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
314,3,5,9,6,6,6,8,4,2,1,10144,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
315,4,5,10,6,7,7,9,5,2,1,10144,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
316,4,5,12,7,9,9,11,6,2,1,10144,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
317,3,5,9,6,6,6,8,4,2,1,10145,1,1,2023,1,4,1,3,1,1,2,1,1,1,1
318,3,5,9,6,6,6,8,5,2,1,10146,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
319,1,1,2,1,1,1,1,1,1,1,10146,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
320,3,5,9,6,6,6,8,4,2,1,10146,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
321,3,5,8,5,5,5,7,4,2,1,10147,1,1,2023,1,2,4,3,0,0,0,1,6,1,5
322,3,4,7,4,4,4,6,2,2,1,10147,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
323,4,5,11,7,8,8,10,6,2,1,10147,2,1,2023,1,2,4,1,1,2,3,1,1,1,3
324,4,5,10,6,7,7,9,5,2,1,10148,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
325,3,4,7,4,4,4,6,2,2,1,10148,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
326,2,2,5,2,2,2,4,2,2,1,10149,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
327,3,5,8,5,5,5,7,3,2,1,10149,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
328,4,5,11,7,8,8,10,6,2,1,10150,1,1,2023,1,2,4,3,1,1,2,2,1,1,3
329,4,5,11,7,8,8,10,6,2,1,10150,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
330,2,2,5,2,2,2,4,2,2,1,10151,1,1,2023,1,2,4,2,1,1,2,1,1,1,1
331,2,3,6,3,3,3,5,2,2,1,10151,1,2,2023,2,2,4,3,0,0,0,2,6,1,5
332,4,5,12,7,9,9,11,6,2,1,10152,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
333,3,4,7,4,4,4,6,3,2,1,10152,2,1,2023,1,4,1,3,1,2,3,1,1,1,1
334,2,2,5,2,2,2,4,1,2,1,10153,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
335,4,5,11,7,8,8,10,6,2,1,10153,2,1,2023,1,4,1,1,1,1,2,1,1,1,1
336,4,5,12,7,9,9,11,6,2,1,10154,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
337,4,5,12,7,9,9,11,6,2,1,10154,1,2,2023,2,1,4,1,1,1,2,1,1,1,1
338,3,4,7,4,4,4,6,2,2,1,10154,2,1,2023,1,2,4,3,0,0,0,1,6,1,5
339,4,5,10,6,7,7,9,5,2,1,10155,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
340,3,5,9,6,6,6,8,5,2,1,10155,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
341,4,5,11,7,8,8,10,6,2,1,10155,2,2,2023,2,2,4,3,0,0,0,2,6,1,5
342,4,5,10,6,7,7,9,5,2,1,10155,3,1,2023,1,1,4,1,1,1,2,2,1,1,1
343,3,4,7,4,4,4,6,3,2,1,10156,1,1,2023,1,2,4,3,1,2,3,1,1,1,3
344,3,5,8,5,5,5,7,4,2,1,10156,2,1,2023,1,2,4,1,2,1,1,2,1,1,1
345,3,5,8,5,5,5,7,4,2,1,10156,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
346,3,5,9,6,6,6,8,4,2,1,10157,1,1,2023,1,2,4,2,2,1,1,1,1,1,1
347,5,6,13,8,10,10,12,7,3,1,10157,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
348,3,4,7,4,4,4,6,2,2,1,10158,1,1,2023,1,1,4,2,1,1,2,2,1,1,1
349,3,4,7,4,4,4,6,3,2,1,10159,1,1,2023,1,3,4,3,1,1,2,1,1,1,1
350,3,5,8,5,5,5,7,4,2,1,10159,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
351,3,5,9,6,6,6,8,5,2,1,10160,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
352,4,5,10,6,7,7,9,5,2,1,10160,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
353,4,5,10,6,7,7,9,6,2,1,10160,2,2,2023,2,2,4,1,1,1,2,2,1,1,1
354,1,1,1,1,1,1,1,1,1,1,10160,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
355,3,5,8,5,5,5,7,3,2,1,10160,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
356,3,5,8,5,5,5,7,3,2,1,10161,1,1,2023,1,4,1,2,1,1,2,1,1,1,1
357,4,5,11,7,8,8,10,6,2,1,10162,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
358,4,5,11,7,8,8,10,6,2,1,10163,0,1,2023,3,4,4,2,1,2,3,1,1,3,1
359,3,5,9,6,6,6,8,5,2,1,10163,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
360,2,2,5,2,2,2,4,1,2,1,10164,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
361,2,2,5,2,2,2,4,1,2,1,10164,1,2,2023,2,1,4,3,1,1,2,1,1,1,1
362,3,4,7,4,4,4,6,3,2,1,10164,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
363,1,1,4,1,1,1,3,1,1,1,10164,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
364,1,1,4,1,1,1,3,1,1,1,10164,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
365,3,4,7,4,4,4,6,3,2,1,10164,2,4,2023,2,1,4,3,0,0,0,1,6,1,5
366,3,5,8,5,5,5,7,3,2,1,10165,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
367,3,5,9,6,6,6,8,4,2,1,10165,1,2,2023,2,2,4,1,1,2,3,2,1,1,1
368,3,5,9,6,6,6,8,5,2,1,10166,1,1,2023,1,3,4,3,1,1,2,2,1,1,1
369,3,4,7,4,4,4,6,2,2,1,10167,1,1,2023,1,3,4,1,1,2,3,2,1,1,3
370,1,1,3,1,1,1,3,1,1,1,10167,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
371,1,1,1,1,1,1,1,1,1,1,10167,1,3,2023,2,3,4,3,0,0,0,1,6,1,5
372,3,4,7,4,4,4,6,2,2,1,10168,1,1,2023,1,2,4,1,1,1,2,2,1,1,1
373,1,1,2,1,1,1,2,1,1,1,10168,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
374,1,1,1,1,1,1,1,1,1,1,10168,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
375,4,5,11,7,8,8,10,6,2,1,10169,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
376,4,5,12,7,9,9,11,6,2,1,10169,1,2,2023,2,1,4,3,1,1,2,1,1,1,1
377,3,5,9,6,6,6,8,5,2,1,10170,0,1,2023,3,4,4,3,1,2,3,1,1,3,1
378,5,6,13,8,10,10,12,7,3,1,10170,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
379,3,5,9,6,6,6,8,4,2,1,10171,0,1,2023,3,4,4,3,2,1,1,1,1,3,1
380,3,5,9,6,6,6,8,4,2,1,10171,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
381,2,3,6,3,3,3,5,2,2,1,10171,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
382,2,3,6,3,3,3,5,2,2,1,10171,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
383,2,3,6,3,3,3,5,2,2,1,10171,3,3,2023,2,1,4,3,0,0,0,1,6,1,5
384,3,4,7,4,4,4,6,2,2,1,10171,3,4,2023,2,1,4,3,0,0,0,1,6,1,5
385,4,5,10,6,7,7,9,5,2,1,10172,0,1,2023,3,4,4,1,1,1,2,1,1,2,3
386,3,5,8,5,5,5,7,4,2,1,10172,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
387,4,5,10,6,7,7,9,6,2,1,10173,1,1,2023,1,2,4,1,1,2,3,1,1,1,1
388,4,5,12,7,9,9,11,6,2,1,10174,1,1,2023,1,3,4,3,1,1,2,1,1,1,3
389,4,5,11,7,8,8,10,6,2,1,10174,2,1,2023,1,3,4,1,0,0,0,1,6,1,5
390,4,5,11,7,8,8,10,6,2,1,10174,2,2,2023,2,3,4,3,0,0,0,1,6,1,5
391,3,4,7,4,4,4,6,3,2,1,10175,1,1,2023,1,2,4,2,1,2,3,1,1,1,1
392,3,4,7,4,4,4,6,3,2,1,10176,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
393,1,1,3,1,1,1,2,1,1,1,10176,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
394,2,2,5,2,2,2,4,1,2,1,10176,2,1,2023,1,2,4,3,1,1,2,1,1,1,1
395,2,2,5,2,2,2,4,1,2,1,10176,2,2,2023,2,2,4,3,0,0,0,1,6,1,5
396,3,5,8,5,5,5,7,3,2,1,10177,0,1,2023,3,4,4,3,1,1,2,1,1,4,3
397,3,4,7,4,4,4,6,3,2,1,10177,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
398,4,5,10,6,7,7,9,5,2,1,10177,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
399,4,5,10,6,7,7,9,6,2,1,10178,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
400,3,4,7,4,4,4,6,2,2,1,10178,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
401,3,4,7,4,4,4,6,3,2,1,10178,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
402,1,1,3,1,1,1,3,1,1,1,10178,2,3,2023,2,2,4,3,0,0,0,1,6,1,5
403,1,1,2,1,1,1,2,1,1,1,10178,2,4,2023,2,2,4,1,1,2,3,1,1,1,1
404,1,1,3,1,1,1,2,1,1,1,10178,2,5,2023,2,2,4,3,0,0,0,1,6,1,5
405,1,1,2,1,1,1,2,1,1,1,10178,2,6,2023,2,2,4,3,0,0,0,1,6,1,5
406,3,5,8,5,5,5,7,3,2,1,10179,0,1,2023,3,4,4,2,2,1,1,1,1,3,1
407,3,5,8,5,5,5,7,3,2,1,10179,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
408,4,5,10,6,7,7,9,6,2,1,10180,0,1,2023,3,4,4,3,1,2,3,1,1,3,1
409,4,5,11,7,8,8,10,6,2,1,10180,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
410,4,5,10,6,7,7,9,6,2,1,10180,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
411,3,4,7,4,4,4,6,3,2,1,10181,1,1,2023,1,2,4,1,1,2,3,1,1,1,1
412,4,5,10,6,7,7,9,6,2,1,10181,1,2,2023,2,1,4,3,1,2,3,1,1,1,1
413,1,1,1,1,1,1,1,1,1,1,10181,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
414,1,1,2,1,1,1,2,1,1,1,10181,1,4,2023,2,2,4,3,0,0,0,1,6,1,5
415,1,1,3,1,1,1,2,1,1,1,10181,1,5,2023,2,2,4,3,0,0,0,1,6,1,5
416,1,1,3,1,1,1,3,1,1,1,10181,1,6,2023,2,2,4,3,0,0,0,1,6,1,5
417,4,5,10,6,7,7,9,5,2,1,10181,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
418,3,5,9,6,6,6,8,5,2,1,10182,1,1,2023,1,2,4,2,1,1,2,2,1,1,1
419,3,5,8,5,5,5,7,3,2,1,10183,1,1,2023,1,2,4,2,1,2,3,2,1,1,1
420,3,5,9,6,6,6,8,5,2,1,10184,0,1,2023,3,4,4,1,1,1,2,1,1,4,3
421,3,5,8,5,5,5,7,3,2,1,10184,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
422,4,5,12,7,9,9,11,6,2,1,10185,1,1,2023,1,2,4,3,1,1,2,2,1,1,3
423,2,2,5,2,2,2,4,1,2,1,10185,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
424,3,5,8,5,5,5,7,3,2,1,10186,1,1,2023,1,2,4,1,1,1,2,2,1,1,1
425,4,5,10,6,7,7,9,6,2,1,10187,1,1,2023,1,2,4,3,1,1,2,1,1,1,3
426,4,5,11,7,8,8,10,6,2,1,10188,1,1,2023,1,3,4,3,1,1,2,2,1,1,1
427,4,5,10,6,7,7,9,5,2,1,10189,1,1,2023,1,4,1,2,1,1,2,1,1,1,1
428,4,5,11,7,8,8,10,6,2,1,10190,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
429,3,5,8,5,5,5,7,4,2,1,10191,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
430,3,5,8,5,5,5,7,3,2,1,10191,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
431,1,1,3,1,1,1,2,1,1,1,10191,1,3,2023,2,2,4,3,2,1,1,2,1,1,3
432,4,5,10,6,7,7,9,6,2,1,10191,2,1,2023,1,2,4,1,0,0,0,1,6,1,5
433,4,5,10,6,7,7,9,5,2,1,10191,2,2,2023,2,2,4,3,0,0,0,1,6,1,5
434,4,5,10,6,7,7,9,5,2,1,10192,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
435,2,2,5,2,2,2,4,1,2,1,10192,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
436,4,5,10,6,7,7,9,5,2,1,10193,1,1,2023,1,2,4,1,1,1,2,2,1,1,3
437,4,5,10,6,7,7,9,6,2,1,10194,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
438,3,4,7,4,4,4,6,3,2,1,10194,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
439,3,5,9,6,6,6,8,4,2,1,10195,1,1,2023,1,1,4,1,1,1,2,1,1,1,1
440,1,1,2,1,1,1,2,1,1,1,10195,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
441,3,5,8,5,5,5,7,3,2,1,10195,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
442,3,4,7,4,4,4,6,3,2,1,10196,0,1,2023,3,4,4,3,1,2,3,1,1,3,3
443,3,5,9,6,6,6,8,4,2,1,10196,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
444,2,3,6,3,3,3,5,2,2,1,10197,1,1,2023,1,4,1,1,1,1,2,1,1,1,3
445,3,4,7,4,4,4,6,3,2,1,10197,2,1,2023,1,2,4,1,0,0,0,1,6,1,5
446,2,3,6,3,3,3,5,2,2,1,10198,1,1,2023,1,2,4,2,0,0,0,2,6,1,5
447,1,1,2,1,1,1,1,1,1,1,10198,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
448,1,1,1,1,1,1,1,1,1,1,10198,1,3,2023,2,2,4,3,1,2,3,2,1,1,1
449,3,4,7,4,4,4,6,3,2,1,10198,2,1,2023,1,2,4,1,0,0,0,1,6,1,5
450,4,5,10,6,7,7,9,6,2,1,10199,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
451,1,1,1,1,1,1,1,1,1,1,10199,1,2,2023,2,1,4,3,1,1,2,1,1,1,3
452,1,1,2,1,1,1,1,1,1,1,10199,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
453,1,1,2,1,1,1,2,1,1,1,10199,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
454,1,1,2,1,1,1,2,1,1,1,10199,1,5,2023,2,1,4,3,0,0,0,1,6,1,5
455,1,1,3,1,1,1,3,1,1,1,10199,1,6,2023,2,1,4,3,0,0,0,1,6,1,5
456,4,5,10,6,7,7,9,5,2,1,10199,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
457,4,5,12,7,9,9,11,6,2,1,10200,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
458,4,5,12,7,9,9,11,6,2,1,10200,1,2,2023,2,1,4,3,1,1,2,1,1,1,3
459,2,2,5,2,2,2,4,2,2,1,10201,1,1,2023,1,3,4,1,1,2,3,1,1,1,1
460,3,5,9,6,6,6,8,5,2,1,10201,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
461,3,4,7,4,4,4,6,3,2,1,10202,1,1,2023,1,2,4,2,1,2,3,2,1,1,1
462,4,5,11,7,8,8,10,6,2,1,10203,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
463,3,5,8,5,5,5,7,4,2,1,10203,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
464,2,3,6,3,3,3,5,2,2,1,10204,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
465,1,1,1,1,1,1,1,1,1,1,10204,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
466,1,1,1,1,1,1,1,1,1,1,10204,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
467,1,1,2,1,1,1,1,1,1,1,10204,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
468,3,5,8,5,5,5,7,3,2,1,10204,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
469,3,4,7,4,4,4,6,3,2,1,10204,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
470,3,4,7,4,4,4,6,3,2,1,10204,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
471,3,4,7,4,4,4,6,3,2,1,10204,2,4,2023,2,1,4,3,0,0,0,1,6,1,5
472,3,5,9,6,6,6,8,5,2,1,10204,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
473,3,5,9,6,6,6,8,5,2,1,10205,1,1,2023,1,2,4,2,1,1,2,1,1,1,3
474,3,4,7,4,4,4,6,2,2,1,10205,1,2,2023,2,2,4,3,0,0,0,2,6,1,5
475,4,5,12,7,9,9,11,6,2,1,10206,1,1,2023,1,1,4,1,1,2,3,1,1,1,1
476,3,5,8,5,5,5,7,4,2,1,10206,2,1,2023,5,4,4,3,0,0,0,1,6,1,5
477,3,5,8,5,5,5,7,3,2,1,10207,1,1,2023,1,1,4,2,1,2,3,1,1,1,1
478,3,5,8,5,5,5,7,4,2,1,10207,1,2,2023,2,2,4,3,1,2,3,1,1,1,1
479,4,5,11,7,8,8,10,6,2,1,10207,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
480,3,5,9,6,6,6,8,5,2,1,10207,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
481,3,4,7,4,4,4,6,2,2,1,10208,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
482,3,5,8,5,5,5,7,4,2,1,10208,2,1,2023,1,4,3,3,1,2,3,1,1,1,3
483,3,4,7,4,4,4,6,3,2,1,10209,0,1,2023,3,4,4,2,1,2,3,1,1,3,1
484,5,6,13,8,10,10,12,7,3,1,10209,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
485,4,5,11,7,8,8,10,6,2,1,10210,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
486,4,5,11,7,8,8,10,6,2,1,10211,0,1,2023,3,4,4,1,1,2,3,1,1,4,3
487,3,5,8,5,5,5,7,3,2,1,10211,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
488,4,5,10,6,7,7,9,5,2,1,10212,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
489,2,2,5,2,2,2,4,1,2,1,10212,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
490,2,3,6,3,3,3,5,2,2,1,10213,1,1,2023,1,4,1,1,1,2,3,1,1,1,3
491,2,2,5,2,2,2,4,1,2,1,10213,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
492,3,5,9,6,6,6,8,5,2,1,10214,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
493,3,5,9,6,6,6,8,4,2,1,10214,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
494,3,4,7,4,4,4,6,2,2,1,10214,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
495,3,5,8,5,5,5,7,3,2,1,10215,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
496,3,5,9,6,6,6,8,4,2,1,10217,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
497,3,4,7,4,4,4,6,3,2,1,10217,2,1,2023,1,4,1,1,1,1,2,1,1,1,1
498,4,5,11,7,8,8,10,6,2,1,10218,1,1,2023,1,2,4,2,1,1,2,1,1,1,1
499,4,5,10,6,7,7,9,5,2,1,10218,1,2,2023,2,2,4,2,1,1,2,1,1,1,1
500,4,5,12,7,9,9,11,6,2,1,10218,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
501,3,5,8,5,5,5,7,4,2,1,10218,2,2,2023,2,2,4,3,0,0,0,1,6,1,5
502,2,2,5,2,2,2,4,1,2,1,10219,1,1,2023,1,2,4,3,0,0,0,2,6,1,5
503,1,1,4,1,1,2,3,1,1,1,10219,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
504,2,2,5,2,2,2,4,1,2,1,10219,1,3,2023,2,2,4,1,1,2,3,2,1,1,1
505,1,1,4,1,1,2,3,1,1,1,10219,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
506,2,2,5,2,2,2,4,1,2,1,10219,1,5,2023,2,1,4,3,0,0,0,1,6,1,5
507,3,5,8,5,5,5,7,4,2,1,10220,1,1,2023,1,2,4,3,1,1,2,1,1,1,1
508,3,4,7,4,4,4,6,2,2,1,10221,1,1,2023,1,4,2,2,1,2,3,1,1,1,1
509,5,6,13,8,10,10,12,7,3,1,10221,2,1,2023,1,3,4,3,0,0,0,1,6,1,5
510,4,5,10,6,7,7,9,5,2,1,10222,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
511,4,5,10,6,7,7,9,5,2,1,10222,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
512,4,5,10,6,7,7,9,5,2,1,10223,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
513,3,4,7,4,4,4,6,3,2,1,10223,1,2,2023,2,2,4,3,1,1,2,1,1,1,3
514,4,5,10,6,7,7,9,6,2,1,10224,1,1,2023,1,1,4,1,1,1,2,1,1,1,3
515,3,5,8,5,5,5,7,4,2,1,10225,1,1,2023,1,1,4,1,2,1,1,1,1,1,1
516,3,5,8,5,5,5,7,3,2,1,10226,0,1,2023,3,4,4,1,1,1,2,1,1,4,1
517,5,6,13,8,10,10,12,7,3,1,10226,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
518,3,4,7,4,4,4,6,3,2,1,10226,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
519,3,5,8,5,5,5,7,3,2,1,10227,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
520,3,5,9,6,6,6,8,5,2,1,10228,1,1,2023,1,2,4,1,1,2,3,1,1,1,1
521,3,5,8,5,5,5,7,4,2,1,10229,1,1,2023,1,2,4,1,1,2,3,1,1,1,1
522,3,5,9,6,6,6,8,4,2,1,10230,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
523,2,3,6,3,3,3,5,2,2,1,10231,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
524,4,5,10,6,7,7,9,5,2,1,10231,2,1,2023,1,2,4,1,1,2,3,1,1,1,1
525,3,4,7,4,4,4,6,2,2,1,10231,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
526,1,1,4,1,1,1,3,1,1,1,10231,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
527,1,1,3,1,1,1,2,1,1,1,10231,3,3,2023,2,1,4,3,0,0,0,1,6,1,5
528,1,1,2,1,1,1,2,1,1,1,10231,3,4,2023,2,1,4,3,0,0,0,1,6,1,5
529,1,1,3,1,1,1,3,1,1,1,10231,3,5,2023,2,1,4,3,0,0,0,1,6,1,5
530,3,4,7,4,4,4,6,3,2,1,10232,1,1,2023,1,1,4,1,1,1,2,1,1,1,3
531,4,5,11,7,8,8,10,6,2,1,10232,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
532,4,5,10,6,7,7,9,5,2,1,10233,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
533,3,4,7,4,4,4,6,3,2,1,10233,2,1,2023,1,1,4,1,2,1,1,1,1,1,1
534,3,5,9,6,6,6,8,5,2,1,10234,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
535,4,5,10,6,7,7,9,6,2,1,10234,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
536,3,4,7,4,4,4,6,2,2,1,10234,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
537,4,5,10,6,7,7,9,5,2,1,10234,4,1,2023,1,1,4,3,0,0,0,1,6,1,5
538,4,5,10,6,7,7,9,5,2,1,10235,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
539,1,1,3,1,1,1,2,1,1,1,10235,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
540,3,5,9,6,6,6,8,4,2,1,10235,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
